centroid_tag_group,centroid_emb
Кулинария,"[-0.019550127908587456, 0.004240687470883131, -0.016095073893666267, -0.010910634882748127, -0.00937718152999878, 0.022326873615384102, -0.02279314026236534, -0.02861960418522358, 0.010977057740092278, 0.002784303855150938, -0.009004092775285244, 0.018287960439920425, 0.026467636227607727, 0.01940380595624447, -0.010230817832052708, -0.018037358298897743, -0.019001776352524757, -0.010746186599135399, 0.005057422444224358, -0.00016341984155587852, -0.014392584562301636, 0.005827848333865404, -0.06173524260520935, 0.02304924465715885, 0.04539687559008598, -0.0009297005599364638, 0.004261800553649664, 0.00044487896957434714, 0.015382750891149044, 0.006581714376807213, 0.021514657884836197, 0.012800351716578007, 0.006569413933902979, -0.026616735383868217, -0.02797507680952549, -0.009023251011967659, 0.006097226869314909, 0.0012420752318575978, -0.03719260171055794, -0.033609744161367416, 0.0003125472867395729, -0.03666285052895546, 0.0015037225093692541, -0.01334692444652319, -0.027676722034811974, -0.019979003816843033, -0.012415559031069279, -0.021481942385435104, -0.0037336477544158697, 0.025880543515086174, -0.0024398639798164368, 0.007349375169724226, -0.00787429977208376, -0.031065868213772774, -0.035182978957891464, 0.010374427773058414, -0.049684491008520126, 0.01980888471007347, -0.02477172203361988, 0.02014152519404888, -0.0060408650897443295, -0.033282194286584854, 0.014778519980609417, 0.04513777792453766, 0.002020963467657566, 0.030035292729735374, 0.018878307193517685, 0.006925672758370638, -0.007192089222371578, 0.01732425019145012, 0.005195357836782932, 0.015147295780479908, 0.0010812017135322094, 0.009012706577777863, -0.020358221605420113, -0.0011873682960867882, 0.0180838480591774, -0.0008562605362385511, -0.013673410750925541, -0.005645186640322208, 0.006450424902141094, -0.05780628323554993, -0.08216643333435059, 0.011261992156505585, -0.03990861400961876, 0.0023267779033631086, -0.004274790175259113, 0.022904738783836365, -0.04295380041003227, -0.0304727666079998, 0.011024141684174538, 0.005068747792392969, -0.010997897945344448, 0.015040765516459942, -0.028547082096338272, 0.11877366900444031, 0.04888160526752472, 0.006725243758410215, -0.03516167402267456, -0.012056287378072739, -0.010342295281589031, -0.008590352721512318, 0.0292136762291193, 0.03505510091781616, -0.016781365498900414, -0.002998542273417115, -0.0011753204744309187, 0.0015817685052752495, -0.01953972689807415, 0.011393416672945023, -0.01874801330268383, 0.07786949723958969, -0.0547567643225193, 0.04077976569533348, 0.012674682773649693, -0.003293470246717334, -0.0026972906198352575, -0.010244273580610752, 0.02118089236319065, 0.01001735683530569, -0.003880699397996068, 0.018618224188685417, 0.0010585614945739508, -0.014148206450045109, 0.010042952373623848, 0.011814105324447155, 0.03884688392281532, -0.010027524083852768, -0.003431204240769148, -0.013392969965934753, 0.020990394055843353, 0.02934902161359787, 0.003660142421722412, 0.06808139383792877, -0.005139538086950779, 0.015597503632307053, 0.021141819655895233, -0.011207819916307926, -0.04088996350765228, -0.02079228311777115, 0.02992677502334118, -0.010101129300892353, 0.0007563158869743347, 0.014672764576971531, 0.004674016963690519, 0.0011231135576963425, -0.05827633664011955, 0.009402944706380367, 0.020971789956092834, -0.003382469294592738, 0.022453071549534798, 0.023983284831047058, 0.0040696715004742146, -0.004518946632742882, -0.019500143826007843, 0.01592157408595085, 0.010697375051677227, 0.008465418592095375, -0.010057933628559113, 0.013186275027692318, 0.0005962395807728171, 0.005449413787573576, -0.03896030783653259, 0.034748584032058716, -0.014241179451346397, -0.009440140798687935, 0.033193740993738174, -0.027609603479504585, 0.013051790185272694, 0.010506819933652878, -0.04611305519938469, 0.06571134924888611, -0.03189739212393761, -0.005069540347903967, 0.012347755022346973, -0.005553065799176693, -0.005508551374077797, 0.021632902324199677, -0.0007071116124279797, -0.015109816566109657, 0.04031645506620407, 0.013879026286303997, 0.025272266939282417, -0.007082830183207989, -0.04103923961520195, 0.0053473967127501965, -0.02472015470266342, -0.005151004064828157, 0.029234960675239563, -0.04343649372458458, -0.03341943025588989, -0.014487949199974537, 0.04380970448255539, 0.005307750776410103, -0.030831053853034973, -0.02552765980362892, -0.005353301297873259, -0.0011192287784069777, -0.0067034619860351086, -0.005291310139000416, -0.010241689160466194, -0.06136858090758324, 0.004503206349909306, -0.019892064854502678, 0.011151263490319252, 0.011785791255533695, -0.02221819944679737, 0.005166743882000446, 0.03613715246319771, 0.009973619133234024, -0.025997711345553398, -0.008976241573691368, -0.0018489015055820346, 0.009190509095788002, 0.02688921056687832, -0.005120926070958376, -0.045217808336019516, -0.011773507110774517, 0.006370285991579294, 0.009316207841038704, -0.012463005259633064, 0.006343294400721788, 0.014506376348435879, -0.01886237971484661, 0.026461882516741753, 0.009965798817574978, -0.007139061111956835, 0.022329388186335564, 0.0066720712929964066, 0.015055899508297443, -0.012586508877575397, -0.006935207638889551, 0.018112298101186752, 0.0005478496314026415, -0.019917406141757965, 0.010921279899775982, 0.027122987434267998, -0.019615888595581055, 0.009789129719138145, 0.07201491296291351, 0.008141955360770226, -0.009379062801599503, 0.023021984845399857, 0.01060128677636385, -0.008331838995218277, 0.0054129441268742085, -0.01255070324987173, 0.035020697861909866, 0.005758867133408785, 0.051896438002586365, -0.001609079074114561, 0.026961056515574455, -0.0053191459737718105, 0.0013912590220570564, 0.00601010350510478, -0.007054696325212717, 0.00970092136412859, 0.003668210469186306, 0.0020609123166650534, -0.01700829714536667, 0.01683034561574459, 0.014114104211330414, -0.018943974748253822, 0.005433069542050362, -0.0371222160756588, -0.007220344617962837, 0.015635956078767776, -0.01190012414008379, 0.027124550193548203, -0.03192456066608429, -0.016674065962433815, -0.02878306433558464, 0.009545380249619484, -0.048409830778837204, 0.0003484805638436228, -0.021549824625253677, 0.004455013666301966, -0.016259104013442993, 0.009278815239667892, 0.034584175795316696, -0.004829731769859791, 0.0068454379215836525, 0.0008076885133050382, -0.007030544336885214, 0.020929856225848198, -0.0010780766606330872, 0.009133162908256054, -0.025735953822731972, -0.0063589103519916534, 0.00523440632969141, -0.030263911932706833, -0.006194152869284153, 0.0004867602838203311, -0.019484641030430794, 0.0021132470574229956, -0.001364047871902585, -0.00825580582022667, 0.05550283566117287, -0.01794448122382164, 0.005244250409305096, -0.0015456583350896835, 0.010354798287153244, 0.03116466850042343, 0.0058980113826692104, -0.0018833453068509698, -0.018275488168001175, 0.02133856527507305, 0.020414724946022034, -0.04045410454273224, 0.005898202303797007, -0.0112304063513875, 0.00992945022881031, -0.049566805362701416, 0.028754105791449547, 0.027317754924297333, 0.028974374756217003, -0.0054463171400129795, 0.0022180830128490925, 0.03485298529267311, 0.010590452700853348, 0.004050810355693102, -0.025187602266669273, -0.004520772024989128, -0.021647874265909195, 0.011885501444339752, -0.017232390120625496, 0.0026993516366928816, 0.020401891320943832, -0.015853071585297585, -0.031014639884233475, -0.03109927847981453, 0.0031938240863382816, 0.004606408998370171, 0.0158542450517416, 0.005870663560926914, 0.00405075354501605, 0.02158195525407791, 0.016035443171858788, -0.010380263440310955, -0.029208464547991753, -0.02666434831917286, -0.04125446081161499, 0.0002627338108140975, -0.0020736372098326683, 0.03200068324804306, 0.00635922234505415, 0.02603357844054699, 0.012251995503902435, 0.0021914071403443813, 0.024913791567087173, -0.031978853046894073, 0.002704082755371928, -0.01661130040884018, -0.01535552553832531, -0.007028594613075256, -0.01809389516711235, -0.031193653121590614, -0.004262642003595829, 0.01687932200729847, 0.034202758222818375, -0.002169080078601837, 0.005708415526896715, -0.0180148147046566, 0.01225944235920906, 0.03261122852563858, 0.028170950710773468, -0.00987846590578556, 0.01638982817530632, 0.0007154156919568777, 0.016032595187425613, 0.011521991342306137, 0.001836058683693409, -0.0038378287572413683, -0.015185883268713951, -0.008038503117859364, -0.018915893509984016, -0.007035396993160248, -0.011952685192227364, -0.07291805744171143, -0.004300410859286785, -0.0068863509222865105, 0.028178991749882698, -0.012076028622686863, 0.026524676010012627, 0.011458443477749825, -0.015542576089501381, -0.06771374493837357, 0.017922963947057724, -0.009022567421197891, -0.01664002612233162, -0.014614855870604515, -0.020982256159186363, 0.0005135372630320489, 0.036884576082229614, -0.011713612824678421, -0.004171035718172789, 0.011130123399198055, -0.013096832670271397, 0.005430286284536123, 0.01833988167345524, 0.03851937875151634, -0.00702690938487649, 0.004609822761267424, -0.004431597888469696, 0.011578178033232689, -0.012629014439880848, -0.008288326673209667, -0.02919219806790352, 0.010300206020474434, -0.008836491033434868, 0.0466834157705307, -0.02918928489089012, -0.043880414217710495, -0.03297501802444458, -0.026406655088067055, -0.005327888764441013, -0.004749592859297991, -0.0029385886155068874, 0.0017727185040712357, 0.04650290682911873, -0.0166196059435606, -0.043183259665966034, -0.002299137646332383, 0.02490326389670372, -0.014863431453704834, -0.02566572278738022, -0.01531145814806223, 0.0029661282896995544, 0.0056802332401275635, -0.0008137330296449363, -0.0010752362431958318, 0.004013686906546354, 0.03296875208616257, 0.0019224475836381316, -0.017253896221518517, 0.018406188115477562, 0.015772273764014244, -0.015814049169421196, 0.0389559268951416, 0.0008613921818323433, 0.012168551795184612, -0.06737132370471954, 0.021865200251340866, 0.00507290568202734, 0.010187257081270218, 0.0023939015809446573, -0.03802671283483505, -0.01122361607849598, 0.014448139816522598, -0.018206344917416573, -0.008221547119319439, 0.018551163375377655, -0.02995643950998783, -0.0006071790121495724, -0.021465329453349113, 0.0184590145945549, -0.00034143083030357957, 0.0091380774974823, 0.021857256069779396, -0.041117459535598755, 0.0057280464097857475, -0.008967984467744827, 0.057699672877788544, 0.0163869708776474, -0.01967555470764637, -0.03490088880062103, 0.004456422291696072, -0.016126330941915512, 0.030956445261836052, -0.00339049706235528, 0.015212479047477245, 0.02124282531440258, 0.006068015471100807, 0.026098720729351044, -0.003120741806924343, 0.06352663785219193, -0.026969503611326218, 0.008994298987090588, 0.008709234185516834, 0.0152345085516572, -0.02604706399142742, -0.02432730607688427, 0.05465376749634743, -0.013416081666946411, 0.01780361868441105, 0.03639546409249306, 0.04410361498594284, 0.017839688807725906, 0.005250954534858465, 0.015534359030425549, 0.0167589969933033, -0.0072412812151014805, 0.014597263187170029, 0.011996017768979073, 0.011133173480629921, 0.02423291839659214, 0.017872478812932968, -0.002344938227906823, -0.023116694763302803, -0.04513470083475113, -0.018506843596696854, -0.010789018124341965, 0.03842350095510483, -0.045034561306238174, 0.00879017636179924, 0.02196718379855156, -0.003237990429624915, -0.015345126390457153, -0.09746549278497696, 0.0007620600517839193, 0.00780276395380497, 0.0009820472914725542]"
Спорт,"[0.0027389295864850283, 0.009723851457238197, -0.015738550573587418, -0.008490595035254955, -0.02823013812303543, 0.018087565898895264, -0.012630018405616283, -0.018701760098338127, -0.01532588992267847, -0.012755821458995342, 0.005732611287385225, 0.0006961369072087109, 0.01006575208157301, 0.017196297645568848, 0.007586086634546518, -0.007027863059192896, 0.004334194120019674, -0.017151962965726852, -0.0024406067095696926, 0.012536292895674706, 0.0021507933270186186, 0.017429230734705925, 0.03020402602851391, 0.010994733311235905, 0.006486229598522186, -0.008234729990363121, -0.005473807919770479, -0.009551169350743294, -0.009673431515693665, -0.016239594668149948, -0.004825190175324678, 0.02265472523868084, 0.005111461505293846, -0.03650876507163048, -0.012714422307908535, 0.0017515234649181366, -0.017489466816186905, -0.013732729479670525, 0.0021008613985031843, -0.0477319210767746, -0.012084371410310268, -0.02934001386165619, -0.0045079453848302364, -0.023116454482078552, -0.002839210908859968, -0.006749720778316259, -0.011103076860308647, -0.004592930432409048, 0.011813773773610592, 0.015149970538914204, -0.011717450805008411, -0.002459395444020629, -0.024875013157725334, -0.03262840956449509, -0.009126630611717701, 0.012493460439145565, -0.036375656723976135, 0.010174447670578957, -0.015019241720438004, 0.0014732092386111617, 0.018176961690187454, -0.027499178424477577, 0.013935479335486889, 0.009636608883738518, -0.011466310359537601, 0.006647748872637749, -0.004237029235810041, 0.0002634636184666306, -5.0710663344943896e-05, 0.008172697387635708, -0.004417498130351305, 0.0036656942684203386, 0.0021376577205955982, 0.0025474850554019213, 0.008952293545007706, 0.010357513092458248, 0.026805803179740906, 0.0077463435009121895, -0.023381395265460014, 0.0029140119440853596, 0.01733231544494629, -0.06532223522663116, -0.10160725563764572, 0.010731330141425133, -0.0020345342345535755, 0.003028416307643056, 0.0010031403508037329, 0.01438875775784254, -0.014004120603203773, 0.000822392525151372, 0.016050776466727257, -0.0017592028016224504, -0.05393145978450775, 0.0056174155324697495, -0.018898244947195053, 0.127216637134552, -0.020153287798166275, -0.006600755732506514, -0.028899040073156357, -0.02747621014714241, -0.0161894541233778, 0.002694822149351239, 0.014737353660166264, 0.02213500253856182, -0.00641225092113018, -0.006228011101484299, -0.01334274560213089, 0.01620214246213436, -0.01720157265663147, -0.006997429300099611, -0.003680085064843297, 0.06798872351646423, -0.03377463296055794, 0.036066100001335144, 0.02371269464492798, -0.007516912184655666, 0.004937651101499796, -0.007805978879332542, 0.033307995647192, 0.011829989030957222, -0.011810303665697575, -0.01703827455639839, 0.005540115293115377, -0.0020846882835030556, 0.006805801298469305, 0.0074960035271942616, -0.004622286651283503, -0.0002149122883565724, 0.007571013644337654, -0.009107525460422039, 0.01256584096699953, 0.0073808771558105946, -0.01746489480137825, -0.017150670289993286, 0.014249401167035103, 0.01795331947505474, 0.009173926897346973, -0.0021901146974414587, -0.03326871991157532, -0.02444485016167164, 0.03094879910349846, -0.009021894074976444, -0.009237958118319511, 0.00505073694512248, -0.012238374911248684, 0.012272356078028679, -0.004208113998174667, 0.021890856325626373, 0.0035495590418577194, 0.023405341431498528, -0.0023579555563628674, 0.021409928798675537, -0.007916610687971115, -0.010990370064973831, -0.01579044573009014, 0.014861471019685268, -0.0052811517380177975, 0.004088618792593479, 0.007971608079969883, 0.019919240847229958, -0.0021859274711459875, -0.017940394580364227, -0.034794777631759644, 0.021872123703360558, -0.010812751017510891, 0.002052250551059842, 0.02698461525142193, -0.027597486972808838, 0.00810394436120987, 0.00375045882537961, -0.06846018880605698, 0.08523394167423248, -0.024836696684360504, -0.0037150303833186626, 0.012710504233837128, 0.018522487953305244, -0.006453800015151501, -0.01761084422469139, -0.035011690109968185, -0.0071645257994532585, 0.010768754407763481, 0.0023685337509959936, 0.017103224992752075, -0.006554683670401573, -0.010731903836131096, 0.016066471114754677, -0.0029977026861160994, -0.004481903742998838, 0.017902346327900887, -0.04935703054070473, 0.005923518445342779, -0.003691513789817691, 0.041329044848680496, 0.0007690431084483862, -0.030455730855464935, -0.006666903849691153, -0.0064599039033055305, 0.010013976134359837, -0.0041922833770513535, -0.011250711977481842, 0.008285201154649258, -0.08395222574472427, -0.011560593731701374, -0.029977984726428986, 0.014957866631448269, -0.005614678841084242, -0.012002000585198402, -0.0029877005144953728, 0.008381928317248821, -0.015087451785802841, 0.0025570413563400507, -0.021801035851240158, 0.02448481321334839, 0.007687241304665804, -0.020639803260564804, 0.012331473641097546, -0.005170116201043129, -0.012187072075903416, 0.009786478243768215, 0.006391105707734823, 0.010135977528989315, 0.0027784951962530613, 0.019674643874168396, 0.017276581376791, -0.0009555536671541631, -0.0025001622270792723, -0.0046497066505253315, 0.007488736882805824, 0.01901397481560707, 0.030063878744840622, -0.027712464332580566, 0.0024520563893020153, -0.003823546227067709, 0.008189713582396507, -0.00047737552085891366, 0.00015824849833734334, 0.0011657972354441881, -0.0034406872000545263, 0.0034963316284120083, 0.05556972697377205, 0.013545130379498005, -0.014103950001299381, 0.004458860028535128, 0.0026543252170085907, 0.010428250767290592, 0.001440187101252377, -0.0014090734766796231, 0.026314198970794678, 0.004941950552165508, 0.04764455556869507, 0.009501495398581028, 0.005453899968415499, 0.02268182300031185, 0.012732886709272861, -0.000374815019313246, -0.0011794427409768105, -0.025730838999152184, 0.0048042526468634605, -0.027467155829072, -0.019951079040765762, 0.013929014094173908, 0.008154948242008686, 0.006619525142014027, 0.008695590309798717, -0.019405372440814972, 0.010557142086327076, 0.011343939229846, 0.003973578102886677, 0.0017422172240912914, -0.014805120415985584, -0.005491937510669231, 0.01914297230541706, 0.01150559727102518, -0.02871186099946499, 0.006730976980179548, 0.0018574156565591693, -0.02078261412680149, 0.01723969541490078, 0.010746649466454983, 0.03647065535187721, -0.022851569578051567, 0.007094050291925669, 0.010204460471868515, -0.0024112449027597904, 0.0006883349851705134, -0.040539197623729706, -0.003204493783414364, -0.014988161623477936, -0.009803086519241333, -0.008257568813860416, -0.02030809409916401, -0.0071140858344733715, -0.008563383482396603, -0.013863987289369106, 0.013201751746237278, -0.008877724409103394, 0.005957467015832663, -0.005347623489797115, -0.03643612936139107, 0.006947362795472145, 0.014488027431070805, 0.0157818254083395, 0.0028394493274390697, -0.007859748788177967, 0.008623805828392506, -0.009360766038298607, 0.009959614835679531, 0.01647767797112465, -0.022322233766317368, 0.01574321649968624, -0.01432813797146082, 0.00025780050782486796, 0.00514249037951231, -0.011567560955882072, 0.012162254191935062, -0.00659627141430974, 0.007133861072361469, 0.0034252244513481855, 0.03297814354300499, -0.00603387039154768, 0.009820697829127312, -0.04422822594642639, 0.015981722623109818, -0.006682609207928181, 0.014157523401081562, -0.0023459552321583033, -0.0036013610661029816, 0.011596756055951118, -0.0037016584537923336, -0.011691566556692123, -0.011061834171414375, 0.03167330473661423, -0.01074171718209982, 0.00831565447151661, -0.011610236950218678, -0.0024352255277335644, -0.0172161553055048, 0.00955766998231411, 0.010217134840786457, -0.0028989699203521013, -0.01772988587617874, -0.015231957659125328, 0.008416545577347279, -0.01694605126976967, 0.011157901026308537, 0.0022778112906962633, -0.00858540553599596, -0.0030253890436142683, 0.0015676806215196848, 0.0006986818043515086, -0.012398733757436275, -0.006503270007669926, -0.038250505924224854, -0.0012292556930333376, -0.02389722503721714, -0.01513588521629572, -0.014991543255746365, 0.0003604910452850163, 0.00239510927349329, 0.006063029635697603, 0.0068811033852398396, 0.005355726461857557, -0.009855669923126698, 0.00334321241825819, 0.0042511047795414925, 0.018454501405358315, -0.017376670613884926, 0.012542212381958961, -0.010429935529828072, 0.004152487497776747, -0.0019478430040180683, 0.020257851108908653, -0.002178788650780916, -0.005212617106735706, -0.0013352470705285668, -0.011660527437925339, -0.004884195979684591, 0.007123045157641172, -0.05153857544064522, -0.014859243296086788, -0.010135752148926258, -0.004875024780631065, -0.010929422453045845, 0.003992812242358923, 0.01851784810423851, -0.014738472178578377, -0.006295161321759224, 0.018428409472107887, -0.01944277249276638, -0.012344145216047764, -0.007484420668333769, 0.017526764422655106, -0.0013889661058783531, 0.014597805216908455, 0.0012792381457984447, -0.015115094371140003, 0.011217687278985977, -0.009395085275173187, 0.030272845178842545, 0.02817545458674431, 0.010825235396623611, -0.010201642289757729, -0.005282961297780275, 0.017663326114416122, 0.01333265658468008, -0.018595660105347633, -0.0011955405352637172, 0.007284604478627443, 0.0032532012555748224, -0.004023863468319178, 0.055046387016773224, -0.016349583864212036, -0.01091386191546917, -0.01869187317788601, -0.015114600770175457, 0.0016049128025770187, 0.015505642630159855, -0.02310382016003132, -0.01563386060297489, 0.012161600403487682, -0.004970709327608347, -0.04121929407119751, -0.006605667527765036, 0.00903469230979681, -0.013841189444065094, -0.020436426624655724, -0.011499162763357162, -0.014654030092060566, -0.005543808918446302, -0.0005786547553725541, -0.021973028779029846, 0.016692418605089188, 0.008535617962479591, -0.0038680073339492083, 0.002071073744446039, 0.0029347101226449013, 0.013519943691790104, -0.006953906733542681, 0.010319292545318604, -0.006365084555000067, 0.014603913761675358, -0.08973940461874008, 0.008135355077683926, 0.007372806314378977, 0.004543458577245474, -0.009706332348287106, -0.03621837496757507, -0.011607598513364792, -0.004664821550250053, 0.0007611940964125097, 0.012875659391283989, -0.0028848014771938324, -0.022787390276789665, 0.007151308469474316, -0.019570736214518547, 0.029990801587700844, 0.00046668315189890563, 0.003850627690553665, 0.019572606310248375, -0.001078848377801478, -0.002716013928875327, -0.00902578141540289, 0.019109321758151054, 0.006137127988040447, -0.0018912442028522491, -0.01404594350606203, 0.008013111539185047, 0.003755094250664115, 0.006442119367420673, -0.020771320909261703, -0.00924958847463131, 0.006811786442995071, -0.010733907110989094, 0.005009023007005453, -7.743265450699255e-05, 0.0325004942715168, -0.0004345074121374637, -0.0005788129637949169, 0.00018776324577629566, 0.004303639754652977, -0.030630912631750107, -0.028200693428516388, 0.0743568018078804, -0.015010339207947254, 0.007837180979549885, 0.016856051981449127, -0.01796947792172432, 0.0010708618210628629, 0.004574499558657408, 0.00667900126427412, 0.02766924910247326, -0.009850152768194675, 0.014597493223845959, 0.020448576658964157, 0.004365355242043734, -0.019358010962605476, 0.010755637660622597, 0.003127810312435031, 0.0024940448347479105, -0.054732806980609894, 0.0028877370059490204, -0.005194546189159155, 0.038622207939624786, -0.004482967779040337, 0.01148219034075737, 0.020122593268752098, -0.032562028616666794, -0.034797150641679764, 0.005996106658130884, 0.0004564878763630986, 0.009331843815743923, -0.0044830795377492905]"
